Car_ID,Service_Type,Service_Date,Service_Cost,Service_Center
C36299 ,TyRe cHaNGe," JAn 12, 2022",01-01-1970,SpEED gARAGe
C36300,  tyrE chAngE ,2023-02-10 , 1970-01-01,AUtocaRE 
C36301 , bAtTery REPLaCEMENT ,01-16-2022,01-01-1970,autOcAre  
c36302 , FUll serVICe, 22/10/2021,01/01/1970,PiTSTop 
  C36303 ,bATtery REPLacemeNT,01-28-2023 ,01/01/1970 , fASTFix 
C36304,TyrE chAnGE,09-30-2022,01-01-1970,AUtoCARE
c36305 ,BRaKE SErVIce , 2020/03/09 ,01/01/1970, mEchANIx
c36306 , baTtErY replACemENT ,2020-11-05,01 JAN 1970, CaRz 
 c36307,OIL CHaNGE ,2020-17-05, 1970-01-01,PiTstOp 
C36308  , EnGinE REpaiR," mAY 19, 2023",1970-01-01, FAStfIX 
 C36309 , ENgiNe REpaIr  ," Oct 03, 2022", 01-01-1970 ,PITSTOp 
 c36310, TyrE ChAnGe ,2023/11/12,01/01/1970 ,caRZ 
 c36311,OIl CHAnge ,"JaN 27, 2022", 01-01-1970, CArZ
C36312 , full sERvICe  ,2020-01-05 ,1970/01/01 ,mEcHaniX
 c36313 , fulL sERVICE,2023/01/31,01-01-1970 ,MeCHAnIX 
 c36314, oIl ChAngE  , 2020/05/31,"jAn 01, 1970",caRZ
 c36315, bAttery RePlaCEMENT ,2023/11/13,1970/01/01,cArZ
 C36316, fuLl sERViCE, 12/12/2023,01/01/1970 , FASTFiX  
c36317,fulL SeRvIcE ,2023/08/15, 1970-01-01,caRz 
  C36318,  BaTteRy REplACEmEnT,09-08-2022 ,01/01/1970, mEChAniX 
 c36319, baTTErY replacEmEnT,04-24-2021, 1970-01-01, aUtOCarE
C36320, EnGiNE Repair,"JuL 20, 2022"," JaN 01, 1970 ",  MechAnix
c36321 , OiL chAngE,04 feb 2023 ,"jaN 01, 1970", auTOcarE
 C36322,BaTtERY replAceMEnT, 2020/10/18,01/01/1970,SpEeD gArage
c36323  , Full serVIce ,2021/02/02,1970-01-01,  autOcAre
c36324,oiL CHANge," Dec 12, 2021",01/01/1970,FaStFix
C36325  , EnGINE REpAiR ,04-04-2020,"Jan 01, 1970", pITSTOP 
 C36326, oil ChaNGE , 2023/06/07,1970-01-01, carZ
c36327 ,Engine REPAiR , 2020-18-12,1970-01-01,FASTfIx
 c36328, EnGINE rEPaIR ,2021-13-07,1970/01/01,MeChanIx 
c36329, TyRE cHaNgE,2021-18-02,1970-01-01, pitstOP
  C36330 , TYRe ChangE ,02/02/2020, 01 jaN 1970,  AUtOcAre
c36331,BAttErY RePLacEMeNT  ,22/02/2023,"jan 01, 1970 ",  pItStOp
  C36332, BATTeRy rePLAceMENt,2023-13-09,01/01/1970,CaRZ
C36333 ,tYrE cHaNGe ,12 mAR 2022,01-01-1970,AUTOcAre 
C36334,brAkE SERVice, 04-15-2022,1970/01/01, MEchAniX
 C36335, enGinE rEpAir ,28/04/2021 , 01 jaN 1970, FastFIX 
 c36336,  oIL CHANGe,2021-20-08 ,01 jaN 1970, cARz 
c36337 , BAttERy REpLACeMEnt ,05 jun 2023, 1970/01/01,carz
 c36338 , full sERviCE ,2021-06-03 ,"jan 01, 1970 ", CArz
C36339  , FulL seRviCe ,17/09/2023,01/01/1970, PITstoP 
 c36340,TyRE CHAnGe ,31 MAR 2023,1970-01-01,  SPeeD gaRAge
 c36341 , BrakE serViCE  ,"mar 23, 2021", 1970-01-01,MecHaNiX  
c36342  , full sERvICe,2022-20-02 ,01/01/1970,faStfIX
C36343,Oil ChanGe,"juL 27, 2023",01 jAN 1970 ,mecHanIX
c36344,oiL chaNGe , 12 dEC 2023 ,1970-01-01 ,  FAStFiX
c36345 ,  OIL ChaNGe ,11 MaY 2022,01 jAN 1970, SpeED GAragE
 C36346 ,oiL cHaNge  ,2023-05-02,01/01/1970,cArZ
 C36347,fUlL sERViCe,2020/10/03,"JAN 01, 1970", PiTstOp 
c36348, oIL cHanGe, 2020/05/01,1970-01-01 ,MeCHaniX
C36349  ,FUlL sErViCe ,2021-19-02, 1970-01-01,mECHANIX
 c36350 ,  BRAke seRvice,"feB 24, 2021",01-01-1970,aUToCARE 
 C36351, bRAKe SERVIcE,2021/04/19, 01 jan 1970, Carz  
c36352,BRAkE SErVicE, 29 JUN 2023,01 JAN 1970,  MechANiX
C36353,  bRAKe SERVIcE ," jul 27, 2022 ", 01/01/1970,CaRZ 
 C36354,  fUlL servIcE ,2020-27-11,1970-01-01,meChanIX  
c36355 ,TYRe chaNge , 15/11/2020,01 Jan 1970,AuToCARe 
c36356 , OIl ChaNge,2021-20-05 ,1970/01/01,mEChAniX
 C36357 ,EnGINe repAir,18/08/2021,1970-01-01, meCHANIX
 C36358,OIL ChaNGE, 01-31-2021,"Jan 01, 1970", FastFIX 
c36359  , engInE RePAiR, 11-25-2023 ,01/01/1970 , fAsTfiX 
C36360, FuLL SeRViCE,08-12-2023 ,01 jaN 1970,mEcHanIx 
C36361, FuLl seRvicE  ,20 jUN 2021,01 JaN 1970, CaRZ
 c36362,BAttEry REPLACemeNt, 07-07-2023 , 1970-01-01, PiTstop 
C36363 ,oiL cHangE,05 Mar 2023 , 1970-01-01,AutoCaRE 
 C36364 , BRakE sERvIcE ,12/08/2022,"jaN 01, 1970 ",FasTfiX 
 c36365,oiL chANGe, 2022-16-11, 01/01/1970, sPEED GARAge
c36366  , oil ChaNge ,05-26-2020 ,"JAN 01, 1970", AuToCARE
c36367, Oil cHangE  ,"JUL 29, 2023",01 JAN 1970 ,FAsTfIX  
C36368,eNgine repAIr, 17/11/2020,01/01/1970,auTOCArE
c36369 ,fUlL serVicE,"dEc 26, 2020 ", 01/01/1970,mEchaNix 
C36370,eNgInE RePaIR,2023/03/04,01/01/1970,PItStOp
c36371, bRAke ServICE,2020-07-05,01/01/1970 ,spEED GaRagE
c36372  , bRakE SerVice , 27 AuG 2020,"jaN 01, 1970",  CARz  
 C36373, EnGIne rePair ,"jun 06, 2023",1970-01-01,fAStFiX 
 c36374,bRAkE sErVice ,"JUl 29, 2023 ",01-01-1970,CaRz
 c36375, enginE RepaiR, 2021-01-07, 01-01-1970, pItSToP 
 C36376, OIL chANge, 29/10/2020,1970/01/01, sPEed gaRAgE  
  C36377 ,ENGinE REPaiR,30/01/2020,"jan 01, 1970", AUTOCarE 
C36378 , FULl seRVICE, 2022-29-12,01/01/1970 ,  MechAnIX 
  C36379 ,Oil ChANGe ,02/09/2023 ," JAN 01, 1970",PiTSToP
c36380 ,BaTTERY REPlACEMEnT,07 Jul 2020 ,1970/01/01,  mEcHaNiX
 c36381, BattERy rEPLAcEmENt ,2023/02/02,1970-01-01 ,  aUToCarE
 c36382 ,  brAkE serVicE,2021/05/29,"jAN 01, 1970", CARz
 C36383 , FULL sErViCE ,2021-03-07,1970/01/01,  piTstOP
 C36384  , fuLl SErVICE ,08-12-2021,"jan 01, 1970 ", aUtocARE  
C36385 ,  FULL SErVIcE ,14/08/2023,01/01/1970, fAStFIx
 c36386, tYRe chANGe,29/09/2022, 01/01/1970 , mEchaNiX 
 c36387, fULl SeRVICE,2023/02/08, 01-01-1970, speeD Garage 
 C36388 ,BrAkE seRviCe,2020/11/29, 1970/01/01, mechAnIx
 C36389,fuLl SERvice ,07 aug 2020,01 JAN 1970, PiTSTOp 
c36390 , fULl sErViCE,2020/02/26,"JaN 01, 1970 ", fASTfIx 
C36391 ,BRAke sERVice , 04-09-2022,01-01-1970 , MeChAniX
 c36392  , batTeRy rEPlaCemENT,06-22-2022," jAN 01, 1970 ",AuTOcArE
c36393, BrAKe SERVice, 05 Dec 2020,"jan 01, 1970",fAsTfix
  c36394 , enGinE REPAIR ,19 auG 2023,01/01/1970, AuTocAre 
 c36395 , bRAKe serVICe ,2022-28-07 ," jan 01, 1970", AUtoCARE
C36396 , tyRe ChaNGe,21 jUN 2021, 1970-01-01,aUToCARe
 c36397, bRAKe SeRvicE , 2021-13-05,1970/01/01,spEeD gaRAge 
c36398 ,eNGInE REPAir, 08-27-2021 , 01/01/1970 , SPEed GaRAGe
C36399, TyRe ChanGe  ,06-20-2020, 01 JAn 1970,  aUTocArE
C36400 , TYre ChANge ,10-07-2023, 01-01-1970,pitsTOp
C36401,  BAttery rePlaCeMEnt,"dec 04, 2022",1970-01-01, MeChaNiX 
 c36402 , OIL cHaNGe,17 APr 2020 ,01 Jan 1970,  fasTfix 
  c36403 , TyrE chaNgE , 08/01/2020,1970-01-01, mecHanIx 
 C36404, tYRe CHaNGe,"dEC 09, 2021",1970-01-01,SPEed gaRAGe
C36405 ,tYrE chANGE ,2021/12/14 ,1970/01/01,mEChANix
C36406,BrAKE sErViCE ,"MAR 03, 2020 ",01-01-1970,fASTFiX  
  c36407,BRAKe SErVice , 05-31-2023,01 JaN 1970, MEChaNIX
c36408,  eNgine repAIR ,"JUn 28, 2020", 1970-01-01, AUTOCARe 
 C36409 ,FULl SERvicE,2021-08-02, 1970/01/01,piTstop
 c36410, ENgINE REPair,"jul 11, 2022",1970/01/01,piTsTOp 
 c36411 ,  fuLl SERVIce ,2020/09/09,01 JAn 1970 ,CArz 
c36412  , bRAke sERViCE, 11-21-2023,01/01/1970,aUTocaRe  
 C36413 ,Tyre cHAnGE ,2022-20-04,1970-01-01,  AuToCARE 
c36414 , bAttERY rEPlacEMEnT , 09-30-2020,1970-01-01, mecHaNIX 
 C36415, oil CHaNge , 2022/12/10,01/01/1970,meCHanIX  
 C36416  ,brAKe seRvICE,"mAY 13, 2023",01-01-1970 ,pItSToP 
 c36417, tYRE CHAnGe ,02/08/2021 ,"jan 01, 1970", SPEEd gARAgE
 C36418 ,bATterY rEPlaceMEnT,13 MAy 2023,"JAn 01, 1970", fAStfix 
  c36419,TyrE cHanGE  , 13 Oct 2021,1970-01-01 ,AuToCARE 
c36420 ,Full seRvicE,12/09/2022,01 JAN 1970,SpEeD gARAgE 
C36421, bATTery rEpLACEmENT , 2020/11/24, 01 jaN 1970 , cARz 
C36422,baTTErY REPlAcEMeNt ,2022/12/15," JAn 01, 1970", piTstoP
c36423, eNgInE repAiR,2022/10/30,01/01/1970,autOCare  
C36424, baTTERY rEpLaCEMeNT ,2023-10-09 , 01 JaN 1970,AutOcArE 
  c36425 , tyrE chANGe ,09-04-2022,"JaN 01, 1970", CARZ 
C36426 ,OIl cHANge ,11/03/2021 ,1970-01-01,AUtoCAre 
 C36427  , ENgINE rEPAir,2023/01/04,1970-01-01 ,caRz 
C36428, tYrE cHANge , 2021-13-10,01 jAN 1970,  mechaNIX 
C36429 , FULL SerVICE,2021-26-09, 1970-01-01, AUTOCaRe 
  C36430 ,BaTtERy rEplACemeNT,2022-23-09,01 jAN 1970, PITsTop
 c36431 ,  TyrE CHANge," nov 14, 2023 ", 01-01-1970,  pItStoP 
 C36432,TYrE chaNGE , 2020-19-01," JAN 01, 1970", pITstOp 
  C36433 , BrAkE seRVICE,2021/11/30,01/01/1970 ,mechAnix 
 C36434 ,oiL chaNgE ,11/11/2023 , 1970-01-01, fAsTfIx
  c36435,BRAKe seRvICe, 29 may 2022," jaN 01, 1970 ",  meCHANIx
C36436 ,  eNGine REpAIr ,2023-01-03,01/01/1970, AutOcArE 
 C36437 ,OiL ChangE ,07-10-2021, 1970/01/01, FAStfiX 
  c36438,oIL cHANGE,23 jun 2020 , 01-01-1970 , Carz
c36439  ,  fULL SeRviCE,05/02/2021, 01/01/1970,AuTOcaRe 
c36440, BATtery RePLACEmENT,2020-22-06 ,1970/01/01, pItstOP
C36441 , fUlL seRViCe, 2020-11-09, 01 JAn 1970 , MeCHAnix
  C36442, fULL seRvIcE  ,08-04-2021,1970-01-01, PITSTop 
C36443, oIl cHANGe ,2023-26-07," jaN 01, 1970 ",AUtOCAre 
 c36444 ,BAttery REpLACeMenT ,03-06-2022, 1970-01-01,PITSTop
 c36445,TYRE cHANGE," JAn 03, 2023", 1970-01-01 , caRz 
c36446,OIl chAnGE,"NOV 29, 2021", 01-01-1970,faStfIX
 C36447 ,TyrE cHaNge ,"Sep 27, 2021",01 JAn 1970,autocaRe  
 c36448,BRAKE servICe,23/09/2022,1970/01/01, pItsTOP  
c36449,bRAke sERVIcE, 04/09/2023,"JaN 01, 1970",piTstoP
c36450, tYre ChAnGe ,2023/01/19,01/01/1970 ,mECHAniX  
  C36451, oIl cHANge ,29 aUG 2021,1970/01/01,CARZ 
 c36452 , OiL CHaNGe," NOV 18, 2020","JAn 01, 1970",pItStOP
C36453, tyrE CHaNge ,01/09/2022 , 01-01-1970,cARz
C36454,ENGIne rEPAIr,14 SEP 2021 ,"jAn 01, 1970 ",speed GArage
 c36455,tYre CHAnGe, 05 oct 2023,01/01/1970 ,  fAStFiX 
  C36456,tyRe CHANgE,22/12/2020, 01-01-1970,PITSTOP
C36457 ,  BatTERy ReplACeMent,21 AUg 2021,1970-01-01, PItsTOp 
C36458  ,eNGIne rEpAiR ,2021-20-11,"JAN 01, 1970", fASTfiX
C36459 ,oiL cHAnge , 2021-24-06," JAn 01, 1970 ",  AuTocArE 
C36460 ,tyRE CHANGe  ,28 jUL 2021,01/01/1970,AUtoCArE 
 c36461,oIl cHaNGe,12/01/2021, 01/01/1970, pITstoP 
 c36462, tYrE cHanGE,10-15-2021,01/01/1970, CarZ
 C36463 ,Full serViCE ,2022/07/18,1970-01-01,FAsTfiX 
 C36464, oil CHANGe , 2020-20-08,1970-01-01 ,SPeED garAge
 c36465,fULl SERviCe , 2020/03/13,01 JAN 1970, FAStfIX 
 C36466 , TYRe chaNge ,"JaN 22, 2022", 01/01/1970 , AUToCaRE
C36467, Oil CHANgE ,10-19-2023,1970/01/01,caRz 
C36468,tYRE CHANgE ,10-10-2021,"JaN 01, 1970 ",cArZ
 c36469,  fulL SErVICe, 2023/04/22,1970-01-01 ,pITSTOp 
C36470 , EngInE REpAIr , 02 AUG 2022 ,01-01-1970,MEchAniX 
  C36471,TYRe ChaNGE,2020-10-08,1970-01-01, FASTFiX
  c36472 ,FulL SERvICE  , 02/01/2021,1970/01/01, meCHANIx 
 c36473 , OIl CHangE ,2020/04/10 , 1970/01/01 ,sPeed garagE
C36474 , tYRE chaNGE , 01-29-2023,1970-01-01, SPEed GARAgE 
 C36475  , OiL chaNGE ,2020/05/24, 01 JAn 1970,fAstfIx
 C36476,enGiNe RePaIR ,2020-03-06, 1970/01/01 , CARz 
 C36477, Tyre chanGE , 29/02/2020 , 1970/01/01, CaRZ 
 C36478, FUlL sErvice,11-21-2021 ,01-01-1970, FASTfiX
c36479,  tYRE ChanGe,2021/06/25,01-01-1970,AuToCaRe
c36480,TyrE cHaNge, 2021-06-04 , 01/01/1970, CARz
 c36481 ,EngINe RepaIr,26 mAR 2023,1970/01/01, meChAniX 
 c36482, brAkE serVICe ,01 MaR 2023, 1970/01/01,faStfiX
 C36483,EngIne REPAIr,02-19-2022,1970/01/01,fastfIx
c36484 ,EngiNe repaIr," oct 18, 2022 ","Jan 01, 1970", caRz
 c36485 ,FUll sErVICe, 2021/04/23, 01/01/1970, FAsTfiX 
 c36486 , TYRe CHaNGe ,2023/01/21,01 Jan 1970,CaRz 
C36487 ,ENGine REPAIR , 21/10/2022,01/01/1970, CArZ
C36488,eNGINE RepAIR ,01/10/2022, 1970/01/01,mEChaNix
C36489 , fulL serviCE,02-06-2021 ,1970-01-01 , cARZ
 C36490, baTtErY REpLAcemenT ,17/10/2020,01-01-1970 , FaStfIx
 c36491, BaTTEry rEPLacEMENT," may 04, 2022", 01-01-1970 , AUTOcaRE
 C36492 ,BatTErY rEplaceMENt,"MAY 16, 2023", 1970/01/01,CArz 
 C36493,FULL sErviCE ,"NoV 15, 2022",01 JAn 1970, spEed GAraGE
C36494 , fulL sErVIce ,12-04-2023,01 jan 1970, SPeED GaragE
 c36495,FuLl seRVIcE,02-13-2020,1970/01/01 ,piTstoP 
 C36496  ,BraKE SErVICE," nOV 21, 2022 ",01 JAN 1970,faStFix 
C36497,  BATTery RePlacEmENt,12-22-2021,1970-01-01 ,carz 
 c36498, enGinE REpaIR, 26 JAn 2020 ,01 jAn 1970,carZ 
c36499 ,tyRe CHaNge,2021-15-04,1970/01/01,mEChaNiX 
 C36500,Tyre ChANge, 04/02/2022,1970/01/01 ,FasTfIX
C36501, Oil chanGE ,05-10-2022 ," jaN 01, 1970", pitStop
  C36502 ,EnginE RepaiR,02-12-2021 , 1970/01/01, FaSTfix
C36503 , Engine REPAir  ,04/03/2023, 1970-01-01 , fAStFIX 
C36504 ,ENGINe rePaIr,29 DEC 2021 , 01 JAN 1970 , auTocARe  
  c36505, full SErVicE ,2021-28-07 ,01-01-1970 , PITSToP
C36506, Full seRvice  ,05/11/2022,1970/01/01,SPeED GArAgE
C36507 ,OIl change,"mAR 24, 2023",01/01/1970, SpeeD GARaGE 
 c36508 , TyrE chanGE  ,14/09/2020 , 01 jAN 1970, AutOcare
C36509 ,TyrE ChAnge , 03 auG 2022 ,01/01/1970,autocaRE
  C36510, enGiNe RepAIR ,2023/07/19 ,01-01-1970 ,auToCaRE 
 C36511,bRAkE servICe,02 NOv 2020 ," jAn 01, 1970",pITstoP
 c36512, BrAke SErvIcE ,30/08/2020, 01/01/1970,mechAnix 
c36513,ENgiNE rEpAiR , 13 Jun 2020,"jan 01, 1970",  FASTfIx 
c36514 , enGinE rePAIr,08-11-2021 , 01/01/1970 ,AUTOcARE 
 c36515 ,tYRe CHaNge,06 fEB 2021,1970/01/01, SPEED gARagE
 C36516, full service, 22 jAN 2021,"jan 01, 1970", MeChanix 
c36517 , bATteRy RePLAceMent,06/02/2022,1970/01/01 , CarZ
 C36518 ,baTteRY REPlAcemEnT ,12/05/2021, 1970/01/01,  FaSTFiX
  C36519  ,FULL serVIcE ,2020-02-08 ,"JAn 01, 1970", PITstop
  c36520 ,ENGiNe REpAiR ,02-08-2020,"Jan 01, 1970 ",  piTsTop
C36521, Full sErvIcE  , 04/11/2023,1970-01-01 , MEchaNIx
C36522 , bRAke sErVicE  ,04-02-2022 , 01/01/1970 , spEEd GARAgE 
 C36523 ,OiL cHAnGE,08/06/2022,01 jAN 1970,piTstOP
 c36524,TyRE chANGE ," Oct 11, 2023 ",01/01/1970,Speed GaRAge 
c36525, FUlL serviCe, 11-12-2020 , 01/01/1970 ,PITsTOP 
C36526,fuLL SerViCe,11-19-2021, 1970/01/01,aUTOcArE
 c36527, baTTERY REplAcEMENt, 2021/12/06,01-01-1970,PiTStOP 
C36528  ,ENgiNE repaIR , 2022/08/18,01/01/1970 ,sPeed gARaGe 
 c36529 ,TyRe changE , 27 NOv 2021,1970-01-01,aUToCARE 
c36530, brAke SeRVICE ," OCt 09, 2021 ",01/01/1970 , MecHaniX
  C36531,ENGiNE REpair,2021-24-09, 01 JaN 1970 , meChanix 
c36532 , tYRe ChANGe  , 02-01-2022,01-01-1970,pItsToP 
C36533, BRaKe SeRvICe  ,2021-31-08 ,01/01/1970 ,carz 
c36534,baTTErY replacEMent  ,08 FEB 2022 ,01 Jan 1970 ,faSTFix
c36535, oIL cHANGE, 25/03/2021 ,1970-01-01,AUTocAre
c36536, FuLl SERvICE,07-12-2022,01-01-1970 , spEed GarAgE 
  C36537 ,  TyRe ChanGE ,07-01-2022,1970/01/01,  mechANIX 
 C36538,BRake SeRviCe, 13/04/2021 , 01/01/1970,  SPeEd GARaGE
C36539,bRaKE SeRviCe ,2023/07/04,01/01/1970 ,sPeed GAragE 
  c36540,  Full SeRViCe,2023/05/03,"JAn 01, 1970",SPEeD gaRagE 
C36541, tYrE cHanGE , 03 SEp 2023 ," Jan 01, 1970",spEeD GArAgE  
 c36542 ,FuLl sERviCE, 03-30-2020,1970/01/01, CARz
C36543, OiL ChAnge,02-08-2023,1970/01/01, fasTfix 
 c36544,batTErY REplAcEMeNt ,"maY 17, 2021 ", 01/01/1970, caRZ 
 c36545  , BrAkE SeRVice,2022/02/19, 1970-01-01, Carz 
c36546 ,tyrE CHaNgE,20/09/2021, 1970-01-01,pitstOp
c36547 ,FulL SeRVicE,02 ApR 2022,1970/01/01, MeCHanIx
C36548 ,oIl CHANge,"may 26, 2020 ",1970/01/01 , AUTOCARe
  C36549 ,  brAke SERvICe ,2022-11-08,01/01/1970,  MEChAnIX 
 C36550  ,  OIL CHAngE, 24 seP 2023,01-01-1970 , PITStop
c36551 ,ENGINE rEpaIR , 11-27-2022,01/01/1970,MEcHanIX 
 c36552  , eNGiNe repAIR ,2020-01-07, 01/01/1970,  autoCare 
c36553 , ENgine rEPaIR , 24/09/2020 ,01-01-1970,Fastfix
C36554 ,ENgINe REpaIr, 23/10/2023, 01 JAN 1970 , CARZ 
C36555  ,tYRE chaNge,"jUl 21, 2020",1970-01-01 ,autOcaRE
 C36556 , FuLL SErViCE ,2023/11/11, 1970-01-01 ,carZ
C36557, Tyre chAnGE, 2023/04/11, 1970/01/01, SPEed gArage
  c36558 ,bATtErY rePlacemENt, 2023-23-05 ,01-01-1970 ,AUtOCARe 
 c36559,eNGINE REPaIR, 2020/12/02,01 JAn 1970, mEChanIX 
c36560 , fULL sErViCE, 2020/03/26 ,01/01/1970, caRz 
 c36561 , BaTtERy rEPLacEment ,"OcT 26, 2021", 01 jAN 1970 , MEChaNiX 
C36562 , BrAKE SerVIce , 07/07/2020 ," jaN 01, 1970", FAStfIX
C36563 ,ENgINe RePAIr  ,"oCT 31, 2020",01 Jan 1970 , aUtocARE
 C36564,bATteRY rEpLacEmENt ," JuL 29, 2021",1970-01-01,spEed gaRage
C36565 , bATtEry replaCemEnt ,15/09/2022 , 1970/01/01, fAstFIx
 c36566,FULl sERvICE,2020-29-07,01/01/1970,cARZ
C36567 ,FUlL Service ,23 sEp 2020 ,01/01/1970, SPEeD gaRaGE 
 C36568,Full SERVicE,2021-09-05,01 Jan 1970,fAstFIx
 c36569, enginE rEpaIR , 26/06/2020,01-01-1970 , MeChAnIX
C36570,tyrE CHaNGE,2020/05/22 ,01/01/1970,piTStoP 
 c36571,engINe repaIr ,2022-28-04,"JaN 01, 1970", AUtocaRe 
C36572,FuLl SERvICE ,"SEP 06, 2020 ",01/01/1970,  CarZ
 c36573 ,TyrE CHANge," jUL 17, 2020"," jan 01, 1970",FAStfIX 
c36574 ,eNGINe repaiR,24 Apr 2023,"jaN 01, 1970",pItstOP
C36575 ,  fulL seRVicE ,02-29-2020 , 1970-01-01,PItsTop
C36576,ENgiNE RepAiR,14 Feb 2022,1970-01-01, SPeED GArAGe  
C36577 ,oIl chAngE,01 oct 2020 ,1970-01-01 , MEcHaNiX
 C36578  , oIl CHAnGe,"FeB 12, 2022", 01-01-1970 , faSTFIX
 C36579 ,BatTERY REpLaCEmENt,2020/12/03,1970/01/01,SpeED gArAge 
 c36580, tYRe cHaNGE , 01-29-2020,1970/01/01,FAsTfix 
 C36581 , oIL chANgE, 2021/02/13,"Jan 01, 1970",AuTOcare
c36582 , OIL CHanGE,2023/02/10,01-01-1970, FaStfIx 
 c36583  , enGIne REpaIr ,18/03/2021,01/01/1970 ,CARZ
c36584,  BATteRY RepLacEmEnT ,2022/12/26, 1970/01/01 ,SpeEd GarAgE
 C36585, oil CHaNGe ,07-27-2021,"JaN 01, 1970",MEChanix
 C36586,  tyRE ChANgE, 2020-15-02 , 1970/01/01,cArZ
 C36587  ,BRake seRviCE ,06/01/2020 , 1970-01-01 , carZ
 C36588, BatTErY ReplaceMEnt,23/12/2023, 01 JaN 1970,MecHANIx 
 c36589,TyRe chAnGe , 2022/04/26,"JAN 01, 1970", spEed garage
 c36590 ,tyre CHANGE  ,"MaR 16, 2020",1970-01-01 , piTSTop 
 C36591  ,tyrE chAngE,03-18-2023 ,01 jaN 1970,CArz 
c36592, BaTtErY replaceMenT,12/05/2021 ,1970-01-01, mEcHaniX
C36593, bRAKe sERVice ,"aUG 08, 2022", 1970/01/01,PItStoP
  c36594 , BRake SerViCe, 07/08/2022 , 01/01/1970 ,speed gArage 
  c36595,ENginE repaIr,2023-24-07 ,1970-01-01 ,SPeEd GaRAgE 
C36596 ,oil change, 28 Apr 2020, 01 jAn 1970, caRZ  
  C36597,tYRE CHange,09-05-2023,"jAn 01, 1970 ", SPeED gaRagE 
c36598,OiL chAnGe,2023/01/30 , 01/01/1970,  aUtocaRe 
 c36599 , OIl cHAnGe ,"oct 22, 2022 ",01-01-1970, PiTstOP 
C36600,bRaKE ServicE ,31/07/2020,01 jAn 1970,auTocARE 
 C36601 , FuLL SErviCe,2022-08-02,01-01-1970,  fAStFix
C36602  ,OIl chaNGE," FEb 28, 2023",1970/01/01,PITSTOP
C36603 , tYre cHaNge,08-29-2023,1970/01/01 ,  CaRZ
c36604 , eNGINE repAir ,09 Nov 2021,1970-01-01,  FAsTFix
c36605 ,engine repAiR,"deC 29, 2022 "," jAN 01, 1970", MECHAnIx 
  c36606,BrakE sErvIcE,2023/09/09 , 01-01-1970 ,PitStOP 
C36607 ,brAke SERViCE ,24/09/2022,1970/01/01,spEEd GARAGe 
  C36608, eNgiNe REPair  ,30 NoV 2023,01/01/1970 , meCHANIX 
c36609 ,  BRaKE SeRVIcE ,2020-01-06 , 1970-01-01,pItsTOP 
C36610,eNgine RepAIR, 13 apr 2020," jAn 01, 1970 ",Speed gArAGE
 c36611, oIl ChanGE,02-25-2020,"JAn 01, 1970", caRZ
C36612 ,engINE rEPAiR , 10/10/2021 ,"JAN 01, 1970",pITstoP 
C36613,BatTeRy rEpLaCeMent , 06-16-2022, 1970-01-01 ,faSTFIx 
 c36614 ,tyre CHanGE,2021/01/24,1970-01-01 ,pItsTop 
 C36615  , OIL Change," MAY 12, 2023","jan 01, 1970",PiTstOP 
c36616, FuLL seRvICe,"aPr 01, 2020", 01/01/1970,auTocAre
C36617, fuLL SERVicE ,19/08/2020,1970-01-01,MEchAnIx 
 c36618 , Oil cHange,2021-16-03 ,1970/01/01, cARz 
 c36619 , TYre CHange ,26/09/2022, 01 JaN 1970, AuTOCARe  
 c36620,fulL seRVIcE," sep 23, 2023",01 JAN 1970 , fasTFIx 
C36621  ,  oIL cHanGE ,2023/10/02 , 1970-01-01,CaRZ
 C36622,ENginE rEPaiR,13 sEp 2021,"JaN 01, 1970", FAstFix  
c36623,fUlL SERVICe,17/12/2023,01 JaN 1970 , cArz
 c36624  , FuLl SErVICe ,2021/02/28 ,1970-01-01, pItSTOP
 C36625 , oIl ChAnGe ,2021/12/27,01 jaN 1970, SpEED gaRagE 
c36626 ,battERy REPlaceMeNT ,"JuL 25, 2020","jaN 01, 1970",aUToCARE
 c36627, tYre CHAnge,"sep 05, 2023",1970-01-01,caRZ
C36628 , BRaKE serVice,03-12-2020,01-01-1970,PItSToP
c36629 ,FUlL SerVICE, 2023/07/10 ,01/01/1970, fAsTFIx
  c36630 , BAtTeRY ReplAceMEnT,06-20-2023, 01 Jan 1970,autocAre
c36631, TYrE CHAnge , 2021-25-10,01-01-1970 , SPeEd GaRAGe 
c36632 ,OiL cHANGe ,2021/10/24,1970-01-01,pitstOp  
 c36633, FuLl sERVicE,"Jul 27, 2023",01-01-1970, SPeEd gArAge 
c36634,fuLl sErViCE ,07-27-2022,01/01/1970,FAStFIX
c36635,OIl cHANGe ,"JUL 30, 2022",01/01/1970, CARz 
 c36636,battEry RePlaCeMEnT ," SEP 08, 2020",1970-01-01,  cArZ 
 C36637, tYRe ChanGE, 08-08-2021 ,"jAN 01, 1970",fastFiX 
C36638, batTerY rEPlaCEMEnT ,04-02-2022,01 jan 1970,autocArE
 c36639 , oIL CHAnGE,"mAy 16, 2023 ",01/01/1970, sPEeD GaRaGe 
 c36640,BatteRy rEpLaCeMEnt,2022/05/02,01-01-1970 , aUTocARE 
c36641, fUlL SeRvIcE,01-12-2023,01/01/1970,faStFIX
  C36642,BaTteRY RePLacEMent, 2022/11/04,1970-01-01, fAsTFix  
